orderID,productID,unitPrice,quantity,discount
5987,49,20,9,0.62
5988,4,22,38,0.06
5989,30,25.89,29,0.29
5990,26,31.23,3,0.12
5991,33,2.5,20,0.77
5992,61,28.5,39,0.77
5993,28,45.6,3,0.24
5994,75,7.75,20,0.17
5995,19,9.2,21,0.4
5996,48,12.75,7,0.66
5997,50,16.25,39,0.14
5998,34,14,2,0.77
5999,10,31,4,0.16
6000,4,22,2,0.66
6001,71,21.5,2,0.21
6002,71,21.5,9,0.82
6003,6,25,39,0.75
6004,59,55,36,0.77
6005,18,62.5,35,0.18
6006,1,18,24,0.42
6007,77,13,5,0.5
6008,42,14,11,0.86
6009,34,14,36,0.8
6010,75,7.75,35,0.83
6011,42,14,30,0.67
6012,68,12.5,39,0.68
6013,8,40,34,0.61
6014,12,38,1,0.76
6015,40,18.4,12,0.58
6016,8,40,13,0.28
6017,50,16.25,37,0.59
6018,46,12,35,0.88
6019,44,19.45,17,0.72
6020,27,43.9,15,0.03
6021,53,32.8,24,0.45
6022,3,10,20,0.36
6023,34,14,11,0.49
6024,74,10,21,0.07
6025,30,25.89,34,0.02
6026,77,13,5,0.88
6027,73,15,38,0.4
6028,56,38,5,0.89
6029,50,16.25,2,0.2
6030,8,40,3,0.11
6031,1,18,40,0.15
6032,11,21,15,0.57
6033,55,24,22,0.6
6034,52,7,17,0.58
6035,50,16.25,10,0.28
6036,35,18,14,0.69
6037,51,53,40,0.21
6038,8,40,4,0.11
6039,3,10,13,0.22
6040,49,20,8,0.51
6041,14,23.25,10,0.28
6042,45,9.5,22,0.63
6043,28,45.6,37,0.78
6044,13,6,38,0.44
6045,9,97,38,0.69
6046,46,12,31,0.29
6047,8,40,5,0.8
6048,42,14,35,0.79
6049,4,22,3,0.61
6050,52,7,40,0.51
6051,59,55,3,0.27
6052,29,123.79,22,0.74
6053,4,22,10,0.05
6054,61,28.5,4,0.71
6055,41,9.65,22,0.37
6056,4,22,4,0.28
6057,58,13.25,18,0.66
6058,26,31.23,39,0.41
6059,2,19,22,0.76
6060,46,12,36,0.57
6061,42,14,16,0.46
6062,57,19.5,27,0.52
6063,60,34,31,0.52
6064,23,9,35,0.6
6065,20,81,34,0.01
6066,74,10,23,0.06
6067,53,32.8,34,0.39
6068,8,40,21,0.49
6069,8,40,4,0.28
6070,9,97,36,0.44
6071,4,22,34,0.02
6072,50,16.25,34,0.35
6073,72,34.8,9,0.4
6074,64,33.25,25,0.18
6075,71,21.5,17,0.81
6076,27,43.9,10,0.37
6077,60,34,3,0.16
6078,22,21,6,0.08
6079,58,13.25,40,0.09
6080,63,43.9,34,0.43
6081,11,21,15,0.75
6082,63,43.9,11,0.65
6083,61,28.5,33,0.86
6084,17,39,25,0.17
6085,35,18,8,0.19
6086,7,30,19,0.39
6087,66,17,18,0.45
6088,36,19,13,0.77
6089,16,17.45,36,0.46
6090,8,40,32,0.37
6091,70,15,9,0.18
6092,23,9,1,0.86
6093,9,97,28,0.62
6094,64,33.25,4,0.38
6095,16,17.45,19,0.8
6096,32,32,3,0.75
6097,27,43.9,4,0.57
6098,32,32,2,0.62
6099,32,32,11,0.16
6100,55,24,4,0.26
6101,75,7.75,31,0.87
6102,13,6,39,0.13
6103,33,2.5,29,0.48
6104,57,19.5,5,0.34
6105,32,32,6,0.04
6106,20,81,10,0.42
6107,20,81,29,0.12
6108,43,46,17,0.42
6109,44,19.45,5,0.45
6110,54,7.45,23,0.72
6111,71,21.5,13,0.81
6112,5,21.35,8,0.5
6113,51,53,21,0.47
6114,50,16.25,6,0.79
6115,50,16.25,19,0.31
6116,25,14,29,0.53
6117,64,33.25,5,0.46
6118,43,46,19,0.09
6119,75,7.75,19,0.58
6120,58,13.25,12,0.89
6121,41,9.65,19,0.22
6122,77,13,19,0.07
6123,42,14,38,0.16
6124,39,18,18,0.66
6125,39,18,7,0.45
6126,60,34,17,0.07
6127,67,14,11,0.16
6128,35,18,22,0.6
6129,35,18,5,0.69
6130,1,18,7,0.19
6131,38,263.5,2,0.27
6132,49,20,5,0.1
6133,41,9.65,1,0.61
6134,19,9.2,12,0.87
6135,54,7.45,15,0.07
6136,25,14,34,0.17
6137,71,21.5,10,0.43
6138,4,22,22,0.35
6139,52,7,29,0.02
6140,19,9.2,9,0.76
6141,39,18,34,0.1
6142,54,7.45,22,0.87
6143,40,18.4,11,0.9
6144,45,9.5,15,0.66
6145,75,7.75,15,0.89
6146,8,40,17,0.88
6147,30,25.89,7,0.68
6148,6,25,22,0.68
6149,51,53,9,0.5
6150,42,14,11,0.56
6151,28,45.6,27,0.55
6152,61,28.5,19,0.53
6153,23,9,4,0.05
6154,28,45.6,19,0.29
6155,39,18,18,0.62
6156,74,10,37,0.38
6157,48,12.75,16,0.65
6158,28,45.6,14,0.39
6159,73,15,14,0.3
6160,53,32.8,33,0.39
6161,13,6,19,0.01
6162,18,62.5,19,0.35
6163,77,13,40,0.23
6164,63,43.9,37,0.83
6165,13,6,33,0.05
6166,63,43.9,8,0.08
6167,44,19.45,23,0.77
6168,11,21,6,0.82
6169,23,9,19,0.51
6170,44,19.45,20,0.12
6171,4,22,18,0.44
6172,33,2.5,19,0.86
6173,28,45.6,18,0.9
6174,37,26,9,0.48
6175,34,14,37,0.66
6176,39,18,38,0.25
6177,55,24,9,0.22
6178,70,15,6,0.3
6179,1,18,28,0.11
6180,5,21.35,16,0.41
6181,4,22,12,0.79
6182,71,21.5,26,0.6
6183,19,9.2,33,0.53
6184,24,4.5,37,0.1
6185,43,46,1,0.67
6186,52,7,18,0.46
6187,63,43.9,27,0.41
6188,27,43.9,31,0.78
6189,54,7.45,17,0.86
6190,24,4.5,26,0.83
6191,17,39,17,0.85
6192,19,9.2,20,0.87
6193,64,33.25,13,0.02
6194,7,30,32,0.62
6195,54,7.45,4,0.34
6196,36,19,29,0.71
6197,43,46,1,0.27
6198,46,12,32,0.8
6199,43,46,7,0.4
6200,43,46,20,0.39
6201,13,6,28,0.81
6202,76,18,32,0.6
6203,24,4.5,5,0.44
6204,64,33.25,33,0.07
6205,73,15,14,0.4
6206,10,31,31,0.29
6207,66,17,14,0.07
6208,59,55,27,0.51
6209,46,12,21,0.49
6210,67,14,35,0.17
6211,74,10,2,0.64
6212,43,46,28,0.24
6213,70,15,26,0.03
6214,67,14,28,0.66
6215,45,9.5,39,0.8
6216,45,9.5,36,0.83
6217,64,33.25,9,0.46
6218,11,21,16,0.26
6219,61,28.5,11,0.38
6220,50,16.25,21,0.61
6221,13,6,12,0.57
6222,3,10,18,0.87
6223,71,21.5,16,0.01
6224,19,9.2,31,0.12
6225,21,10,8,0.22
6226,29,123.79,33,0.58
6227,53,32.8,10,0.54
6228,58,13.25,40,0.8
6229,3,10,28,0.15
6230,27,43.9,7,0.88
6231,51,53,18,0.53
6232,14,23.25,30,0.04
6233,62,49.3,30,0.52
6234,13,6,24,0.71
6235,53,32.8,9,0.26
6236,36,19,18,0.5
6237,73,15,5,0.02
6238,42,14,19,0.17
6239,2,19,36,0.41
6240,22,21,26,0.34
6241,45,9.5,10,0.76
6242,50,16.25,16,0.49
6243,30,25.89,5,0.77
6244,5,21.35,27,0.28
6245,75,7.75,39,0.89
6246,70,15,33,0.18
6247,14,23.25,13,0.82
6248,56,38,23,0.81
6249,58,13.25,6,0.05
6250,35,18,37,0.66
6251,13,6,37,0.23
6252,26,31.23,30,0.87
6253,33,2.5,20,0.68
6254,19,9.2,22,0.03
6255,21,10,31,0.37
6256,63,43.9,16,0.81
6257,70,15,15,0.66
6258,40,18.4,5,0.43
6259,15,15.5,12,0.56
6260,28,45.6,10,0.01
6261,14,23.25,29,0.66
6262,4,22,33,0.51
6263,57,19.5,23,0.59
6264,10,31,40,0.22
6265,64,33.25,6,0.05
6266,29,123.79,18,0.79
6267,73,15,26,0.6
6268,55,24,38,0.03
6269,26,31.23,12,0.71
6270,38,263.5,25,0.27
6271,22,21,6,0.77
6272,24,4.5,4,0.02
6273,53,32.8,3,0.68
6274,2,19,4,0.13
6275,33,2.5,4,0.11
6276,75,7.75,40,0.42
6277,61,28.5,14,0.08
6278,49,20,38,0.22
6279,2,19,8,0.03
6280,19,9.2,25,0.33
6281,76,18,36,0.54
6282,59,55,5,0.04
6283,32,32,20,0.65
