orderID,productID,unitPrice,quantity,discount
383,3,10,40,0.53
384,71,21.5,70,0.84
385,12,38,35,0.97
386,17,39,24,0.55
387,58,13.25,20,0.29
388,5,21.35,55,0.86
389,75,7.75,22,0.48
390,63,43.9,28,0.52
391,44,19.45,18,0.75
392,35,18,17,0.57
393,66,17,69,0.13
394,21,10,4,0.46
395,47,9.5,9,0.77
396,38,263.5,21,0.79
397,55,24,5,0.88
398,65,21.05,32,0.85
399,22,21,53,0.82
400,7,30,20,0.97
401,23,9,32,0.49
402,66,17,53,0.97
403,36,19,4,0.76
404,46,12,10,0.94
405,67,14,54,0.66
406,35,18,51,0.22
407,60,34,12,0.76
408,70,15,20,0.28
409,58,13.25,23,0.42
410,26,31.23,2,0.48
411,45,9.5,19,0.78
412,14,23.25,22,0.64
413,37,26,9,0.42
414,35,18,13,0.75
415,10,31,29,0.29
416,8,40,5,0.93
417,6,25,35,0.41
418,57,19.5,69,1
419,35,18,63,0.69
420,14,23.25,40,0.31
421,49,20,40,0.71
422,27,43.9,23,0.93
423,30,25.89,36,0.28
424,30,25.89,45,0.45
425,59,55,54,0.82
426,31,12.5,57,0.62
427,30,25.89,7,0.15
428,12,38,35,0.17
429,43,46,63,0.12
430,33,2.5,66,0.26
431,32,32,56,0.85
432,46,12,67,0.1
433,28,45.6,65,0.87
434,75,7.75,43,0.51
435,7,30,3,0.81
436,26,31.23,10,0.91
437,1,18,56,0.8
438,45,9.5,17,0.15
439,10,31,58,0.88
440,71,21.5,33,0.97
441,26,31.23,65,0.8
442,35,18,53,0.56
443,18,62.5,3,0.29
444,22,21,30,0.88
445,5,21.35,41,0.99
446,24,4.5,38,0.29
447,48,12.75,6,0.17
448,25,14,18,0.94
449,43,46,5,0.19
450,48,12.75,45,0.63
451,9,97,18,0.29
452,1,18,9,0.28
453,56,38,63,0.97
454,38,263.5,59,0.81
455,47,9.5,47,0.49
456,58,13.25,52,0.6
457,53,32.8,21,0.46
458,12,38,33,0.93
459,45,9.5,46,0.14
460,75,7.75,9,0.21
461,60,34,37,0.93
462,61,28.5,16,0.67
463,10,31,57,0.14
464,21,10,40,0.53
465,40,18.4,68,0.11
466,45,9.5,3,0.82
467,66,17,26,0.17
468,5,21.35,50,0.45
469,8,40,65,0.43
470,75,7.75,27,0.77
471,8,40,60,0.24
472,5,21.35,22,0.73
473,40,18.4,62,0.62
474,73,15,68,0.46
475,21,10,17,0.86
476,23,9,54,0.59
477,6,25,47,0.96
478,77,13,48,0.4
479,21,10,1,0.46
480,13,6,63,0.73
481,43,46,33,0.26
482,30,25.89,10,0.52
483,23,9,31,0.56
484,10,31,45,0.25
485,76,18,9,0.63
486,24,4.5,6,0.54
487,9,97,46,0.3
488,16,17.45,68,0.87
489,75,7.75,44,0.23
490,13,6,47,0.88
491,26,31.23,45,0.6
492,44,19.45,42,0.34
493,17,39,1,0.43
494,18,62.5,43,0.45
495,48,12.75,1,0.58
496,48,12.75,42,0.82
497,47,9.5,32,0.85
498,7,30,62,0.87
499,56,38,16,0.1
500,10,31,35,0.48
501,32,32,37,0.34
502,34,14,11,0.64
503,42,14,50,0.81
504,64,33.25,46,0.62
505,24,4.5,39,1
506,5,21.35,63,0.98
507,32,32,7,0.4
508,62,49.3,45,0.14
509,39,18,3,0.89
510,75,7.75,20,0.12
511,50,16.25,18,0.94
512,3,10,23,0.52
513,60,34,37,0.51
514,31,12.5,70,0.59
515,22,21,69,0.26
516,63,43.9,44,0.91
517,36,19,3,1
518,66,17,68,0.98
519,61,28.5,35,0.24
520,1,18,66,0.73
521,72,34.8,20,0.88
522,13,6,57,0.1
523,27,43.9,66,0.3
524,64,33.25,4,0.65
525,40,18.4,9,0.8
526,61,28.5,55,0.15
527,19,9.2,35,0.49
528,54,7.45,29,0.5
529,40,18.4,6,0.6
530,30,25.89,27,1
531,52,7,63,0.52
532,32,32,67,0.6
533,2,19,36,0.86
534,58,13.25,45,0.52
535,5,21.35,36,0.62
536,69,36,59,0.5
537,62,49.3,33,0.17
538,17,39,13,0.89
539,31,12.5,3,0.31
540,47,9.5,15,0.48
541,55,24,69,0.66
542,66,17,61,0.98
543,38,263.5,2,0.94
544,63,43.9,30,0.35
545,10,31,4,0.94
546,48,12.75,68,0.39
547,62,49.3,24,0.61
548,68,12.5,28,0.9
549,15,15.5,46,0.45
550,43,46,60,0.95
551,26,31.23,11,0.69
552,31,12.5,30,0.67
553,70,15,45,0.72
554,52,7,63,0.8
555,7,30,54,0.75
556,42,14,25,0.6
557,69,36,37,0.11
558,46,12,60,0.57
559,74,10,54,0.81
560,27,43.9,43,0.46
561,54,7.45,48,0.34
562,53,32.8,26,0.99
563,23,9,30,0.93
564,24,4.5,35,0.16
565,65,21.05,34,0.27
566,14,23.25,7,0.37
567,40,18.4,58,0.84
568,65,21.05,1,0.61
569,41,9.65,19,0.51
570,53,32.8,20,0.14
571,28,45.6,15,0.56
572,54,7.45,69,0.35
573,41,9.65,20,0.64
574,29,123.79,44,0.81
575,46,12,5,0.15
576,40,18.4,57,1
577,5,21.35,26,0.36
578,7,30,37,0.24
579,60,34,22,0.9
580,46,12,65,0.2
581,57,19.5,63,0.91
582,28,45.6,22,0.32
583,67,14,63,0.25
584,8,40,47,0.16
585,45,9.5,24,0.81
586,55,24,21,0.37
587,53,32.8,32,0.14
588,14,23.25,15,0.15
589,8,40,24,0.63
590,49,20,14,0.9
591,41,9.65,26,0.14
592,56,38,1,0.56
593,42,14,20,0.74
594,23,9,49,0.32
595,1,18,57,0.53
596,67,14,55,0.69
597,61,28.5,10,0.24
598,70,15,33,0.22
599,30,25.89,20,0.48
600,44,19.45,52,0.99
601,73,15,10,0.38
602,24,4.5,17,0.37
603,44,19.45,23,0.5
604,27,43.9,46,0.18
605,30,25.89,41,0.85
606,63,43.9,54,0.78
607,3,10,50,0.79
608,42,14,19,0.62
609,43,46,7,0.4
610,11,21,29,0.6
611,63,43.9,64,0.88
612,22,21,35,0.67
613,24,4.5,56,0.5
614,68,12.5,20,0.57
615,12,38,66,0.7
616,8,40,42,0.51
617,54,7.45,65,0.7
618,37,26,52,0.84
619,64,33.25,29,0.16
620,3,10,12,0.94
621,55,24,63,0.88
622,33,2.5,39,0.41
623,69,36,12,0.12
624,9,97,6,0.47
625,54,7.45,33,0.11
626,8,40,56,0.53
627,47,9.5,41,0.6
628,31,12.5,5,0.17
629,43,46,14,0.61
630,9,97,13,0.39
631,19,9.2,55,0.46
632,5,21.35,37,0.24
633,10,31,58,0.71
634,42,14,49,0.75
635,23,9,35,0.71
636,10,31,29,0.81
637,34,14,34,0.47
638,21,10,62,0.21
639,57,19.5,45,0.68
640,25,14,51,0.91
641,16,17.45,44,0.97
642,75,7.75,39,0.92
643,29,123.79,66,0.16
644,8,40,28,0.76
645,18,62.5,50,0.51
646,69,36,6,0.74
647,21,10,28,0.38
648,45,9.5,7,0.9
649,67,14,39,0.15
650,45,9.5,67,0.71
651,60,34,4,0.69
652,11,21,35,0.27
653,33,2.5,58,0.12
654,35,18,70,0.9
655,2,19,52,0.51
656,77,13,6,0.45
657,54,7.45,23,0.68
658,73,15,33,0.96
659,38,263.5,63,0.62
660,20,81,5,0.75
661,7,30,57,0.87
662,1,18,2,0.8
663,56,38,12,0.55
664,62,49.3,63,0.64
665,41,9.65,32,0.81
666,76,18,50,0.19
667,46,12,22,0.91
668,14,23.25,5,0.3
669,23,9,15,0.39
670,47,9.5,48,0.31
671,37,26,61,0.58
672,71,21.5,17,0.7
673,71,21.5,17,0.63
674,60,34,38,0.45
675,47,9.5,69,0.96
676,7,30,19,0.4
677,23,9,22,0.22
678,70,15,41,0.74
679,11,21,67,0.24
680,65,21.05,6,0.88
681,46,12,30,0.5
682,65,21.05,7,0.98
683,23,9,38,1
684,10,31,30,0.97
685,56,38,48,0.45
686,15,15.5,10,0.47
687,27,43.9,55,0.24
688,33,2.5,57,0.8
689,58,13.25,6,0.25
690,20,81,18,0.21
691,35,18,28,0.87
692,55,24,43,0.82
693,5,21.35,70,0.34
694,19,9.2,27,0.99
695,48,12.75,61,0.42
696,54,7.45,2,0.75
697,20,81,35,0.43
698,18,62.5,68,0.42
699,37,26,33,0.34
700,58,13.25,46,0.93
701,54,7.45,6,0.61
702,63,43.9,41,0.77
703,72,34.8,61,0.75
704,23,9,21,0.11
705,8,40,40,0.54
706,7,30,60,0.11
707,25,14,29,0.95
708,34,14,54,0.88
709,58,13.25,1,0.71
710,2,19,28,0.68
711,37,26,57,0.12
712,71,21.5,2,0.17
713,51,53,12,0.4
714,40,18.4,51,0.75
715,11,21,68,1
716,5,21.35,12,0.7
717,59,55,15,0.93
718,27,43.9,48,0.75
719,11,21,62,0.88
720,52,7,39,0.75
721,52,7,34,0.35
722,66,17,1,0.56
723,2,19,29,0.73
724,66,17,10,0.95
725,71,21.5,68,0.57
726,1,18,67,0.22
727,63,43.9,63,0.53
728,48,12.75,22,0.22
729,43,46,19,0.17
730,20,81,31,0.7
731,4,22,51,0.89
732,60,34,29,0.19
733,22,21,45,0.58
734,28,45.6,45,0.37
735,60,34,30,0.73
736,28,45.6,60,0.66
737,46,12,62,0.41
738,64,33.25,6,0.26
739,9,97,18,0.91
740,61,28.5,30,0.94
741,15,15.5,59,0.92
742,12,38,51,0.21
743,31,12.5,11,0.23
744,27,43.9,45,0.35
745,75,7.75,70,0.89
746,26,31.23,3,0.18
747,71,21.5,70,0.52
748,25,14,29,0.97
749,65,21.05,38,0.53
750,32,32,45,0.56
751,29,123.79,11,0.23
752,47,9.5,70,0.63
753,24,4.5,55,0.15
754,44,19.45,52,0.67
755,15,15.5,8,0.92
756,66,17,61,0.14
757,22,21,50,0.4
758,48,12.75,62,0.68
759,43,46,41,0.47
760,23,9,5,0.35
761,32,32,56,0.61
762,72,34.8,57,0.89
763,38,263.5,46,0.75
764,72,34.8,2,0.79
765,74,10,64,0.36
766,77,13,25,0.66
767,73,15,18,0.67
768,34,14,57,0.11
769,38,263.5,14,0.36
770,15,15.5,48,0.63
771,26,31.23,59,0.78
772,19,9.2,23,0.13
773,52,7,51,0.43
774,72,34.8,7,0.47
775,67,14,58,1
776,59,55,69,0.45
777,27,43.9,50,0.53
778,66,17,31,0.26
779,13,6,57,0.47
780,29,123.79,60,0.98
781,51,53,14,0.61
782,54,7.45,49,0.31
783,49,20,18,0.71
784,36,19,36,0.99
785,21,10,56,0.1
786,71,21.5,16,0.73
787,42,14,66,0.31
788,46,12,25,0.16
789,33,2.5,54,0.73
790,21,10,64,0.75
791,57,19.5,13,0.97
792,2,19,1,0.19
793,66,17,24,0.86
794,32,32,7,0.82
795,8,40,28,0.24
796,16,17.45,29,0.67
797,21,10,46,0.75
798,12,38,41,0.72
799,43,46,59,0.52
800,13,6,1,0.99
801,55,24,15,0.34
802,63,43.9,3,0.26
803,54,7.45,66,0.11
804,53,32.8,30,0.12
805,4,22,61,0.78
806,30,25.89,33,0.44
807,24,4.5,48,0.36
808,53,32.8,45,0.64
809,36,19,55,0.73
810,28,45.6,11,0.1
811,22,21,51,0.43
812,16,17.45,55,0.46
813,14,23.25,30,0.16
814,31,12.5,44,0.79
815,41,9.65,17,0.34
816,33,2.5,44,0.77
817,18,62.5,67,0.82
818,24,4.5,10,0.11
819,17,39,32,0.62
820,21,10,18,0.78
821,47,9.5,30,0.38
822,21,10,8,0.96
823,60,34,7,0.27
824,40,18.4,10,0.25
825,76,18,70,0.17
826,32,32,66,0.87
827,58,13.25,22,0.89
828,72,34.8,58,0.6
829,49,20,41,0.98
830,32,32,24,0.42
831,1,18,7,0.12
832,15,15.5,16,0.67
833,34,14,48,0.93
834,24,4.5,39,0.91
835,41,9.65,63,0.15
836,41,9.65,11,0.86
837,8,40,49,0.28
838,20,81,69,0.9
839,33,2.5,17,0.12
840,51,53,42,0.55
841,59,55,58,0.5
842,22,21,41,0.62
843,69,36,43,0.95
844,46,12,46,0.6
845,23,9,58,0.87
846,52,7,25,0.22
847,11,21,26,0.25
848,71,21.5,36,0.11
849,9,97,58,1
850,21,10,59,0.86
851,53,32.8,40,0.61
852,63,43.9,47,0.52
853,46,12,25,0.92
854,26,31.23,47,0.73
855,75,7.75,10,0.53
856,73,15,40,0.81
857,62,49.3,45,0.24
858,12,38,18,0.86
859,16,17.45,28,0.7
860,42,14,18,0.1
861,38,263.5,13,0.86
862,15,15.5,30,0.24
863,67,14,59,0.44
864,53,32.8,67,0.33
865,51,53,63,0.81
866,38,263.5,36,0.29
867,17,39,62,0.86
868,43,46,41,0.84
869,74,10,24,0.22
870,39,18,49,0.37
871,47,9.5,5,0.73
872,45,9.5,35,0.47
873,27,43.9,59,0.11
874,2,19,65,0.12
875,19,9.2,62,0.68
876,40,18.4,48,0.55
877,15,15.5,6,0.14
878,67,14,35,0.66
879,5,21.35,45,0.44
880,35,18,28,0.88
881,10,31,70,0.5
882,23,9,4,0.29
883,66,17,40,0.45
884,50,16.25,47,0.32
885,19,9.2,27,0.24
886,27,43.9,15,0.23
887,77,13,40,0.86
888,39,18,9,0.35
889,65,21.05,42,0.27
890,30,25.89,18,0.77
891,26,31.23,35,0.49
892,22,21,67,0.4
893,15,15.5,36,0.64
894,46,12,31,0.78
895,71,21.5,60,0.93
896,7,30,6,0.73
897,73,15,1,0.78
898,63,43.9,30,0.93
899,75,7.75,21,0.98
900,39,18,24,0.98
901,31,12.5,15,0.63
902,72,34.8,69,0.1
903,68,12.5,48,0.31
904,59,55,61,0.38
905,60,34,61,0.27
906,51,53,58,0.7
907,25,14,33,0.63
908,43,46,60,0.21
909,17,39,63,0.13
910,43,46,67,0.5
911,34,14,27,0.72
912,62,49.3,61,0.34
913,8,40,55,0.97
914,24,4.5,64,0.69
915,2,19,19,0.39
916,45,9.5,58,0.48
917,12,38,30,0.67
918,35,18,3,0.37
919,50,16.25,30,0.69
920,2,19,18,0.24
921,6,25,8,0.21
922,77,13,1,0.82
923,14,23.25,1,0.42
924,37,26,9,0.41
925,50,16.25,59,0.29
926,18,62.5,21,0.58
927,51,53,52,0.24
928,1,18,48,0.59
929,54,7.45,66,0.87
930,4,22,37,0.17
931,52,7,51,0.33
932,16,17.45,48,0.39
933,51,53,56,0.25
934,33,2.5,14,0.99
935,1,18,29,0.12
936,49,20,48,0.45
937,14,23.25,39,0.75
938,60,34,26,0.64
939,27,43.9,19,0.91
940,52,7,45,0.33
941,73,15,67,0.19
942,44,19.45,45,0.42
943,20,81,46,0.24
944,44,19.45,42,0.77
945,68,12.5,41,0.78
946,24,4.5,45,0.37
947,75,7.75,43,0.96
948,22,21,47,0.16
949,24,4.5,57,0.88
950,40,18.4,33,0.29
951,5,21.35,20,0.53
952,15,15.5,35,0.84
953,12,38,40,0.64
954,62,49.3,32,0.95
955,27,43.9,22,0.79
956,51,53,22,0.82
957,43,46,29,0.99
958,18,62.5,12,0.21
959,23,9,24,0.1
960,7,30,25,0.14
961,31,12.5,28,0.39
962,66,17,46,0.27
963,60,34,20,0.65
964,3,10,56,0.39
965,29,123.79,34,0.42
966,55,24,42,0.31
967,49,20,65,0.5
968,40,18.4,50,0.71
969,39,18,62,0.4
970,67,14,52,0.86
971,75,7.75,61,0.4
972,9,97,64,0.52
973,16,17.45,10,0.81
974,35,18,56,0.35
975,75,7.75,47,0.5
976,13,6,9,0.3
977,23,9,53,0.55
978,42,14,69,0.81
979,45,9.5,57,0.95
980,34,14,13,0.28
981,8,40,46,0.18
982,60,34,35,0.4
983,62,49.3,69,0.26
984,28,45.6,19,0.46
985,15,15.5,63,0.1
986,50,16.25,38,0.57
987,34,14,3,0.34
988,53,32.8,22,0.96
989,60,34,40,0.58
990,42,14,23,0.65
991,47,9.5,69,0.95
992,13,6,28,0.62
993,28,45.6,46,0.39
994,16,17.45,29,0.84
995,44,19.45,39,0.67
996,3,10,22,0.62
997,38,263.5,15,0.56
998,7,30,69,0.37
999,26,31.23,32,0.23
1000,22,21,48,0.93
1001,24,4.5,13,0.33
1002,1,18,54,0.51
1003,67,14,1,0.37
1004,74,10,37,0.83
1005,25,14,7,0.92
1006,15,15.5,5,0.31
1007,9,97,16,0.83
1008,64,33.25,11,0.95
1009,11,21,67,0.88
1010,40,18.4,24,0.68
1011,18,62.5,18,0.19
1012,72,34.8,39,0.96
1013,57,19.5,39,0.61
1014,15,15.5,44,0.46
1015,63,43.9,43,0.7
1016,48,12.75,46,0.62
1017,13,6,68,0.48
1018,27,43.9,10,0.9
1019,15,15.5,1,0.29
1020,70,15,49,0.89
1021,46,12,4,0.66
1022,49,20,49,0.44
1023,29,123.79,23,0.35
1024,14,23.25,28,0.63
1025,43,46,19,0.85
1026,28,45.6,67,0.13
1027,47,9.5,31,0.63
1028,64,33.25,58,0.69
1029,33,2.5,66,0.65
1030,71,21.5,38,0.76
1031,35,18,62,0.36
1032,58,13.25,70,0.16
1033,45,9.5,43,0.69
1034,75,7.75,30,0.63
1035,5,21.35,7,0.31
1036,52,7,63,0.39
1037,49,20,1,0.27
1038,68,12.5,22,0.17
1039,44,19.45,4,0.23
1040,56,38,53,0.17
1041,54,7.45,41,0.55
1042,36,19,4,0.79
1043,6,25,49,0.6
1044,75,7.75,41,0.47
1045,23,9,26,0.98
1046,21,10,63,0.43
1047,77,13,60,0.23
1048,59,55,9,0.54
1049,34,14,22,0.82
1050,22,21,47,0.92
1051,21,10,47,0.76
1052,68,12.5,15,0.73
1053,4,22,48,0.13
1054,45,9.5,4,0.77
1055,38,263.5,66,0.28
1056,64,33.25,43,0.47
1057,60,34,37,1
1058,49,20,15,0.81
1059,41,9.65,4,0.38
1060,57,19.5,47,0.97
1061,5,21.35,9,0.66
1062,9,97,63,0.6
1063,27,43.9,13,0.23
1064,51,53,2,0.96
1065,75,7.75,26,0.93
1066,28,45.6,31,0.81
1067,39,18,62,0.59
1068,35,18,1,0.9
1069,67,14,35,0.81
1070,52,7,14,0.49
1071,67,14,49,0.55
1072,22,21,45,0.5
